HGNC,ENTREZ_ID,OMIM_ID,ENSEMBL_ID,ENSP,ASD
CHST5,23563,604817,ENSG00000135702,ENSP00000338783,1
STARD13,90627,609866,ENSG00000133121,ENSP00000338785,0
SSX2,6757,300192,ENSG00000241476,ENSP00000338796,0
ZBTB49,166793,616238,ENSG00000168826,ENSP00000338807,0
C1QTNF6,114904,614910,ENSG00000133466,ENSP00000338812,0
BAG5,9529,603885,ENSG00000166170,ENSP00000338814,0
SEC23B,10483,610512,ENSG00000101310,ENSP00000338844,0
ZNF444,55311,607874,ENSG00000167685,ENSP00000338860,0
BRIX1,55299,618466,ENSG00000113460,ENSP00000338862,0
RASGRP2,10235,605577,ENSG00000068831,ENSP00000338864,0
C2CD2L,9854,617582,ENSG00000172375,ENSP00000338885,0
LRRC8D,55144,612890,ENSG00000171492,ENSP00000338887,0
ZNF385A,25946,609124,ENSG00000161642,ENSP00000338927,0
GGT7,2686,612342,ENSG00000131067,ENSP00000338964,0
ARHGAP6,395,300118,ENSG00000047648,ENSP00000338967,0
ATG101,60673,615089,ENSG00000123395,ENSP00000338990,0
TUBB,203068,191130,ENSG00000196230,ENSP00000339001,0
FOXG1,2290,164874,ENSG00000176165,ENSP00000339004,1
ATAD1,84896,614452,ENSG00000138138,ENSP00000339017,0
EEF1A1,1915,130590,ENSG00000156508,ENSP00000339063,0
RPS7,6201,603658,ENSG00000171863,ENSP00000339095,0
ANAPC1,64682,608473,ENSG00000153107,ENSP00000339109,0
ERAS,3266,300437,ENSG00000187682,ENSP00000339136,0
RRP1B,23076,610654,ENSG00000160208,ENSP00000339145,0
CRISP2,7180,187430,ENSG00000124490,ENSP00000339155,0
AIDA,64853,612375,ENSG00000186063,ENSP00000339161,0
TSSK4,283629,610711,ENSG00000139908,ENSP00000339179,0
ATP13A4,84239,609556,ENSG00000127249,ENSP00000339182,0
GRAP2,9402,604518,ENSG00000100351,ENSP00000339186,0
CAV1,857,601047,ENSG00000105974,ENSP00000339191,0
DPP8,54878,606819,ENSG00000074603,ENSP00000339208,0
YTHDC1,91746,617283,ENSG00000083896,ENSP00000339245,0
DPPA3,359787,608408,ENSG00000187569,ENSP00000339250,0
KRTDAP,388533,617212,ENSG00000188508,ENSP00000339251,0
SLC6A13,6540,615097,ENSG00000010379,ENSP00000339260,0
TRIO,7204,601893,ENSG00000038382,ENSP00000339299,1
ZNF70,7621,194544,ENSG00000187792,ENSP00000339314,0
PLAUR,5329,173391,ENSG00000011422,ENSP00000339328,1
LGALS12,85329,606096,ENSG00000133317,ENSP00000339374,0
RGS12,6002,602512,ENSG00000159788,ENSP00000339381,0
OTUD6A,139562,300714,ENSG00000189401,ENSP00000339389,0
CDH26,60437,617685,ENSG00000124215,ENSP00000339390,0
HLA-DQA1,3117,146880,ENSG00000196735,ENSP00000339398,0
ASCC1,51008,614215,ENSG00000138303,ENSP00000339404,0
SRR,63826,606477,ENSG00000167720,ENSP00000339435,0
RHOG,391,179505,ENSG00000177105,ENSP00000339467,0
NT5C2,22978,600417,ENSG00000076685,ENSP00000339479,0
NELFB,25920,611180,ENSG00000188986,ENSP00000339495,0
DFFB,1677,601883,ENSG00000169598,ENSP00000339524,0
HIST1H1C,3006,142710,ENSG00000187837,ENSP00000339566,0
RHD,6007,111680,ENSG00000187010,ENSP00000339577,0
ZNF449,203523,300627,ENSG00000173275,ENSP00000339585,0
POFUT2,23275,610249,ENSG00000186866,ENSP00000339613,0
LCN6,158062,609379,ENSG00000267206,ENSP00000339621,0
KIR2DL4,3805,604945,ENSG00000189013,ENSP00000339634,0
BRAT1,221927,614506,ENSG00000106009,ENSP00000339637,0
TRIM2,23321,614141,ENSG00000109654,ENSP00000339659,0
RASSF4,83937,610559,ENSG00000107551,ENSP00000339692,0
NDUFA4,4697,603833,ENSG00000189043,ENSP00000339720,0
CIR1,9541,605228,ENSG00000138433,ENSP00000339723,0
THBS4,7060,600715,ENSG00000113296,ENSP00000339730,0
CAMK2D,817,607708,ENSG00000145349,ENSP00000339740,0
ARL4C,10123,604787,ENSG00000188042,ENSP00000339754,0
PRDM8,56978,616639,ENSG00000152784,ENSP00000339764,0
ACSL4,2182,300157,ENSG00000068366,ENSP00000339787,0
RPL7,6129,604166,ENSG00000147604,ENSP00000339795,0
IDS,3423,300823,ENSG00000010404,ENSP00000339801,0
TSLP,85480,607003,ENSG00000145777,ENSP00000339804,0
TPST2,8459,603126,ENSG00000128294,ENSP00000339813,0
FGFR3,2261,134934,ENSG00000068078,ENSP00000339824,0
PIK3AP1,118788,607942,ENSG00000155629,ENSP00000339826,0
H3F3C,440093,616134,ENSG00000188375,ENSP00000339835,0
MRPL43,84545,611848,ENSG00000055950,ENSP00000339844,0
DPYSL4,10570,608407,ENSG00000151640,ENSP00000339850,0
CLCN1,1180,118425,ENSG00000188037,ENSP00000339867,0
MIOS,54468,615359,ENSG00000164654,ENSP00000339881,0
LBR,3930,600024,ENSG00000143815,ENSP00000339883,0
PAX4,5078,167413,,ENSP00000339906,0
LIMK2,3985,601988,ENSG00000182541,ENSP00000339916,0
TAF9B,51616,300754,ENSG00000187325,ENSP00000339917,0
XRRA1,143570,609788,ENSG00000166435,ENSP00000339918,0
PKLR,5313,609712,ENSG00000143627,ENSP00000339933,0
NISCH,11188,615507,ENSG00000010322,ENSP00000339958,0
TAF1A,9015,604903,ENSG00000143498,ENSP00000339976,0
MYB,4602,189990,ENSG00000118513,ENSP00000339992,0
DOC2A,8448,604567,ENSG00000149927,ENSP00000340017,0
THEG,51298,609503,ENSG00000105549,ENSP00000340088,0
PPP1R17,10842,604088,ENSG00000106341,ENSP00000340125,0
RBPMS,11030,601558,ENSG00000157110,ENSP00000340176,0
LMX1A,4009,600298,ENSG00000162761,ENSP00000340226,0
SERINC3,10955,607165,ENSG00000132824,ENSP00000340243,0
TAF3,83860,606576,ENSG00000165632,ENSP00000340271,0
RAP2C,57826,301016,ENSG00000123728,ENSP00000340274,0
SSX2IP,117178,608690,ENSG00000117155,ENSP00000340279,0
DLK1,8788,176290,ENSG00000185559,ENSP00000340292,0
ARHGEF10,9639,608136,ENSG00000104728,ENSP00000340297,1
UBE2V1,7335,602995,ENSG00000244687,ENSP00000340305,0
NYX,60506,300278,ENSG00000188937,ENSP00000340328,0
CAPRIN1,4076,601178,ENSG00000135387,ENSP00000340329,1
KAT5,10524,601409,ENSG00000172977,ENSP00000340330,0
TCF7,6932,189908,ENSG00000081059,ENSP00000340347,0
ACVR2B,93,602730,ENSG00000114739,ENSP00000340361,0
SMPD1,6609,607608,ENSG00000166311,ENSP00000340409,0
ERMP1,79956,611156,ENSG00000099219,ENSP00000340427,0
RAP1GDS1,5910,179502,ENSG00000138698,ENSP00000340454,0
SLC20A2,6575,158378,ENSG00000168575,ENSP00000340465,0
GANAB,23193,104160,ENSG00000089597,ENSP00000340466,0
ZNF395,55893,609494,ENSG00000186918,ENSP00000340494,0
SENP8,123228,608659,ENSG00000166192,ENSP00000340505,0
TRIM24,8805,603406,ENSG00000122779,ENSP00000340507,0
PPL,5493,602871,ENSG00000118898,ENSP00000340510,0
ZNF14,7561,194556,ENSG00000105708,ENSP00000340514,0
LRRC37B,114659,616558,ENSG00000185158,ENSP00000340519,0
NMNAT3,349565,608702,ENSG00000163864,ENSP00000340523,0
UTS2B,257313,618134,ENSG00000188958,ENSP00000340526,0
COX8C,341947,616855,ENSG00000187581,ENSP00000340568,0
RASSF6,166824,612620,ENSG00000169435,ENSP00000340578,0
UBE3B,89910,608047,ENSG00000151148,ENSP00000340596,1
SGK2,10110,607589,ENSG00000101049,ENSP00000340608,0
POTEH,23784,608913,ENSG00000198062,ENSP00000340610,0
HUWE1,10075,300697,ENSG00000086758,ENSP00000340648,1
ELSPBP1,64100,607443,ENSG00000169393,ENSP00000340660,0
ARMCX3,51566,300364,ENSG00000102401,ENSP00000340672,0
WNT8B,7479,601396,ENSG00000075290,ENSP00000340677,0
MAOA,4128,309850,ENSG00000189221,ENSP00000340684,1
EIF4EBP1,1978,602223,ENSG00000187840,ENSP00000340691,0
GYG1,2992,603942,ENSG00000163754,ENSP00000340736,0
BRI3BP,140707,615627,ENSG00000184992,ENSP00000340761,0
ZNF326,284695,614601,ENSG00000162664,ENSP00000340796,0
GJB5,2709,604493,ENSG00000189280,ENSP00000340811,0
MAPT,4137,157140,ENSG00000186868,ENSP00000340820,0
GTF2F2,2963,189969,ENSG00000188342,ENSP00000340823,0
OSTF1,26578,610180,ENSG00000134996,ENSP00000340836,0
ZC3H12B,340554,300889,ENSG00000102053,ENSP00000340839,0
C1QTNF1,114897,610365,ENSG00000173918,ENSP00000340864,0
MEF2C,4208,600662,ENSG00000081189,ENSP00000340874,1
ASH2L,9070,604782,ENSG00000129691,ENSP00000340896,0
MIA3,375056,613455,ENSG00000154305,ENSP00000340900,0
TRPC6,7225,603652,ENSG00000137672,ENSP00000340913,1
SYT3,84258,600327,ENSG00000213023,ENSP00000340914,1
DMP1,1758,600980,ENSG00000152592,ENSP00000340935,0
COL17A1,1308,113811,ENSG00000065618,ENSP00000340937,0
CRHR2,1395,602034,ENSG00000106113,ENSP00000340943,1
PTPN11,5781,176876,ENSG00000179295,ENSP00000340944,1
SPAG8,26206,605731,ENSG00000137098,ENSP00000340982,0
LRRC25,126364,607518,ENSG00000175489,ENSP00000340983,0
SFN,2810,601290,ENSG00000175793,ENSP00000340989,0
NTN4,59277,610401,ENSG00000074527,ENSP00000340998,0
AMTN,401138,610912,ENSG00000187689,ENSP00000341013,0
NANOS2,339345,608228,ENSG00000188425,ENSP00000341021,0
CSN2,1447,115460,ENSG00000135222,ENSP00000341030,0
WNT7B,7477,601967,ENSG00000188064,ENSP00000341032,0
ACACB,32,601557,ENSG00000076555,ENSP00000341044,0
UGT2B15,7366,600069,ENSG00000196620,ENSP00000341045,0
CLEC18B,497190,616572,ENSG00000140839,ENSP00000341051,0
ARHGEF3,50650,612115,ENSG00000163947,ENSP00000341071,0
MRPL20,55052,611833,ENSG00000242485,ENSP00000341082,0
NPR2,4882,108961,ENSG00000159899,ENSP00000341083,0
HIST1H2AD,3013,602792,ENSG00000196866,ENSP00000341094,0
HMX2,3167,600647,ENSG00000188816,ENSP00000341108,0
SIGLEC1,6614,600751,ENSG00000088827,ENSP00000341141,0
CERKL,375298,608381,ENSG00000188452,ENSP00000341159,0
PTN,5764,162095,ENSG00000105894,ENSP00000341170,0
PTK2,5747,600758,ENSG00000169398,ENSP00000341189,0
NEO1,4756,601907,ENSG00000067141,ENSP00000341198,1
STAT5A,6776,601511,ENSG00000126561,ENSP00000341208,0
HIST1H1T,3010,142712,ENSG00000187475,ENSP00000341214,0
CECR2,27443,607576,ENSG00000099954,ENSP00000341219,1
ZNF695,57116,616348,ENSG00000197472,ENSP00000341236,0
RBPJL,11317,616104,ENSG00000124232,ENSP00000341243,0
GSPT2,23708,300418,ENSG00000189369,ENSP00000341247,0
TRADD,8717,603500,ENSG00000102871,ENSP00000341268,0
JARID2,3720,601594,ENSG00000008083,ENSP00000341280,1
SYCE1,93426,611486,ENSG00000171772,ENSP00000341282,0
TUBB4B,10383,602660,ENSG00000188229,ENSP00000341289,0
WNK1,65125,605232,ENSG00000060237,ENSP00000341292,0
SRFBP1,153443,610479,ENSG00000151304,ENSP00000341324,0
KLHL6,89857,614214,ENSG00000172578,ENSP00000341342,0
GGA1,26088,606004,ENSG00000100083,ENSP00000341344,0
TEKT1,83659,609002,ENSG00000167858,ENSP00000341346,0
DCAF5,8816,603812,ENSG00000139990,ENSP00000341351,0
COBLL1,22837,610318,ENSG00000082438,ENSP00000341360,0
RNF13,11342,609247,ENSG00000082996,ENSP00000341361,0
TMEM230,29058,617019,ENSG00000089063,ENSP00000341364,0
PLET1,349633,611904,ENSG00000188771,ENSP00000341412,0
P4HTM,54681,614584,ENSG00000178467,ENSP00000341422,0
SNTN,132203,617832,ENSG00000188817,ENSP00000341442,0
RANBP3,8498,603327,ENSG00000031823,ENSP00000341483,0
SYDE1,85360,617377,ENSG00000105137,ENSP00000341489,0
ISM2,145501,612684,ENSG00000100593,ENSP00000341490,0
ZNF34,80778,194526,ENSG00000196378,ENSP00000341528,0
SLC24A5,283652,609802,ENSG00000188467,ENSP00000341550,0
SMAD4,4089,600993,ENSG00000141646,ENSP00000341551,1
B4GALNT1,2583,601873,ENSG00000135454,ENSP00000341562,0
PAQR9,344838,614580,ENSG00000188582,ENSP00000341564,0
FAM111B,374393,615584,ENSG00000189057,ENSP00000341565,0
SERPINB13,5275,604445,ENSG00000197641,ENSP00000341584,0
C15orf48,84419,608409,ENSG00000166920,ENSP00000341610,0
CYB5A,1528,613218,ENSG00000166347,ENSP00000341625,0
NCR3LG1,374383,613714,ENSG00000188211,ENSP00000341637,0
COL9A3,1299,120270,ENSG00000092758,ENSP00000341640,0
THYN1,29087,613739,ENSG00000151500,ENSP00000341657,0
DUSP15,128853,616776,ENSG00000149599,ENSP00000341658,1
AGMO,392636,613738,ENSG00000187546,ENSP00000341662,1
TPD52L3,89882,617567,ENSG00000170777,ENSP00000341677,0
DTNBP1,84062,607145,ENSG00000047579,ENSP00000341680,0
NECAP1,25977,611623,ENSG00000089818,ENSP00000341737,0
ENSA,2029,603061,ENSG00000143420,ENSP00000341743,0
BSPH1,100131137,612213,ENSG00000188334,ENSP00000341762,0
SPATA16,83893,609856,ENSG00000144962,ENSP00000341765,0
PPP1CC,5501,176914,ENSG00000186298,ENSP00000341779,0
ADIPOR1,51094,607945,ENSG00000159346,ENSP00000341785,0
BTNL3,10917,606192,ENSG00000168903,ENSP00000341787,0
TCTEX1D4,343521,611713,ENSG00000188396,ENSP00000341803,0
PHF10,55274,613069,ENSG00000130024,ENSP00000341805,0
SOX18,54345,601618,ENSG00000203883,ENSP00000341815,0
VWC2,375567,611108,ENSG00000188730,ENSP00000341819,0
FPR3,2359,136539,ENSG00000187474,ENSP00000341821,0
HNRNPA1,3178,164017,ENSG00000135486,ENSP00000341826,0
TNNI3,7137,191044,ENSG00000129991,ENSP00000341838,0
ETV7,51513,605255,ENSG00000010030,ENSP00000341843,0
RIOK3,8780,603579,ENSG00000101782,ENSP00000341874,0
RPS2,6187,603624,ENSG00000140988,ENSP00000341885,0
RASAL3,64926,616561,ENSG00000105122,ENSP00000341905,0
PALM,5064,608134,ENSG00000099864,ENSP00000341911,0
PTCHD4,442213,616908,ENSG00000244694,ENSP00000341914,0
SUMF2,25870,607940,ENSG00000129103,ENSP00000341938,0
CAV3,859,601253,ENSG00000182533,ENSP00000341940,0
LIN54,132660,613367,ENSG00000189308,ENSP00000341947,0
TP53BP2,7159,602143,ENSG00000143514,ENSP00000341957,0
FOXD4L3,286380,611086,ENSG00000187559,ENSP00000341961,0
RSC1A1,6248,601966,ENSG00000215695,ENSP00000341963,0
NANOS3,342977,608229,ENSG00000187556,ENSP00000341992,0
ZNF93,81931,603975,ENSG00000184635,ENSP00000342002,0
DMKN,93099,617211,ENSG00000161249,ENSP00000342012,0
COX19,90639,610429,ENSG00000240230,ENSP00000342015,0
ZNF189,7743,603132,ENSG00000136870,ENSP00000342019,0
PRDX6,9588,602316,ENSG00000117592,ENSP00000342026,0
CS,1431,118950,ENSG00000062485,ENSP00000342056,0
SIMC1,375484,618102,ENSG00000170085,ENSP00000342075,0
SLPI,6590,107285,ENSG00000124107,ENSP00000342082,0
SPINT1,6692,605123,ENSG00000166145,ENSP00000342098,0
DYRK2,8445,603496,ENSG00000127334,ENSP00000342105,0
SERPINA12,145264,617471,ENSG00000165953,ENSP00000342109,0
ICAM4,3386,614088,ENSG00000105371,ENSP00000342114,0
CREB3,10488,606443,ENSG00000107175,ENSP00000342136,0
NCCRP1,342897,615901,ENSG00000188505,ENSP00000342137,0
EVC2,132884,607261,ENSG00000173040,ENSP00000342144,0
NCR3,259197,611550,ENSG00000204475,ENSP00000342156,0
SRP72,6731,602122,ENSG00000174780,ENSP00000342181,0
BTNL8,79908,615606,ENSG00000113303,ENSP00000342197,0
KIR2DL3,3804,604938,ENSG00000243772,ENSP00000342215,0
ABCA9,10350,612507,ENSG00000154258,ENSP00000342216,0
TRPV2,51393,606676,ENSG00000187688,ENSP00000342222,0
ERBB4,2066,600543,ENSG00000178568,ENSP00000342235,1
NUP43,348995,608141,ENSG00000120253,ENSP00000342262,0
SLC25A15,10166,603861,ENSG00000102743,ENSP00000342267,0
OAS2,4939,603350,ENSG00000111335,ENSP00000342278,0
ANKRD55,79722,615189,ENSG00000164512,ENSP00000342295,0
FOXM1,2305,602341,ENSG00000111206,ENSP00000342307,0
SAMD11,148398,616765,ENSG00000187634,ENSP00000342313,1
TM7SF3,51768,605181,ENSG00000064115,ENSP00000342322,0
OSTN,344901,610280,ENSG00000188729,ENSP00000342356,0
SNRPD2,6633,601061,ENSG00000125743,ENSP00000342374,0
PTGES,9536,605172,ENSG00000148344,ENSP00000342385,0
MESP2,145873,605195,ENSG00000188095,ENSP00000342392,0
BAZ1B,9031,605681,ENSG00000009954,ENSP00000342434,0
ATP9A,10079,609126,ENSG00000054793,ENSP00000342481,0
PYCR2,29920,616406,ENSG00000143811,ENSP00000342502,0
CEP97,79598,615864,ENSG00000182504,ENSP00000342510,0
IFI6,2537,147572,ENSG00000126709,ENSP00000342513,0
HRH3,11255,604525,ENSG00000101180,ENSP00000342560,0
TREML4,285852,614664,ENSG00000188056,ENSP00000342570,0
ACER2,340485,613492,ENSG00000177076,ENSP00000342609,0
EYA1,2138,601653,ENSG00000104313,ENSP00000342626,0
AURKAIP1,54998,609183,ENSG00000175756,ENSP00000342676,0
CD5,921,153340,ENSG00000110448,ENSP00000342681,0
KRT77,374454,611158,ENSG00000189182,ENSP00000342710,0
PPM1G,5496,605119,ENSG00000115241,ENSP00000342778,0
PLD1,5337,602382,ENSG00000075651,ENSP00000342793,0
FAIM,55179,617535,ENSG00000158234,ENSP00000342805,0
NKX2-3,159296,606727,ENSG00000119919,ENSP00000342828,0
YPEL1,29799,608082,ENSG00000100027,ENSP00000342832,0
NOXA1,10811,611255,ENSG00000188747,ENSP00000342848,0
SERPINA6,866,122500,ENSG00000170099,ENSP00000342850,0
FERMT2,10979,607746,ENSG00000073712,ENSP00000342858,0
POLR2K,5440,606033,ENSG00000147669,ENSP00000342889,0
MCPH1,79648,607117,ENSG00000147316,ENSP00000342924,1
POU1F1,5449,173110,ENSG00000064835,ENSP00000342931,0
ADCY2,108,103071,ENSG00000078295,ENSP00000342952,0
SERINC1,57515,614548,ENSG00000111897,ENSP00000342962,0
IL19,29949,605687,ENSG00000142224,ENSP00000343000,0
UBE4B,10277,613565,ENSG00000130939,ENSP00000343001,0
SP100,6672,604585,ENSG00000067066,ENSP00000343023,0
GNAI1,2770,139310,ENSG00000127955,ENSP00000343027,0
RBM5,10181,606884,ENSG00000003756,ENSP00000343054,0
GOLGA8B,440270,609619,ENSG00000215252,ENSP00000343064,0
PRMT7,54496,610087,ENSG00000132600,ENSP00000343103,0
ARID3B,10620,612457,ENSG00000179361,ENSP00000343126,0
TRIM29,23650,610658,ENSG00000137699,ENSP00000343129,0
XIRP1,165904,609777,ENSG00000168334,ENSP00000343140,1
PARD6G,84552,608976,ENSG00000178184,ENSP00000343144,0
EPB41L3,23136,605331,ENSG00000082397,ENSP00000343158,0
C2orf80,389073,615536,ENSG00000188674,ENSP00000343171,0
PPCDC,60490,609854,ENSG00000138621,ENSP00000343190,0
SKOR1,390598,611273,,ENSP00000343200,0
JAK1,3716,147795,ENSG00000162434,ENSP00000343204,0
TCL1B,9623,603769,ENSG00000213231,ENSP00000343223,0
ZBED6CL,113763,615252,ENSG00000188707,ENSP00000343242,0
DUSP21,63904,300678,ENSG00000189037,ENSP00000343244,0
HOXA1,3198,142955,ENSG00000105991,ENSP00000343246,1
KLHL7,55975,611119,ENSG00000122550,ENSP00000343273,0
FOXN3,1112,602628,ENSG00000053254,ENSP00000343288,0
PKN1,5585,601032,ENSG00000123143,ENSP00000343325,0
LIPI,149998,609252,ENSG00000188992,ENSP00000343331,0
P2RX2,22953,600844,ENSG00000187848,ENSP00000343339,0
VMAC,400673,617204,ENSG00000187650,ENSP00000343348,0
VSTM1,284415,616804,ENSG00000189068,ENSP00000343366,0
SEC24C,9632,607185,ENSG00000176986,ENSP00000343405,0
GPR18,2841,602042,ENSG00000125245,ENSP00000343428,0
SERPINB4,6318,600518,ENSG00000206073,ENSP00000343445,0
LCTL,197021,617060,ENSG00000188501,ENSP00000343490,0
TNFSF13,8741,604472,ENSG00000161955,ENSP00000343505,0
TCEA2,6919,604784,ENSG00000171703,ENSP00000343515,0
USP1,7398,603478,ENSG00000162607,ENSP00000343526,0
USP7,7874,602519,ENSG00000187555,ENSP00000343535,1
ICMT,23463,605851,ENSG00000116237,ENSP00000343552,0
TPSAB1,7177,191080,ENSG00000172236,ENSP00000343577,0
ZFP30,22835,617317,ENSG00000120784,ENSP00000343581,0
ZNF606,80095,613905,ENSG00000166704,ENSP00000343617,0
HOXA9,3205,142956,ENSG00000078399,ENSP00000343619,0
PRRC2C,23215,617373,ENSG00000117523,ENSP00000343629,0
FOXN2,3344,143089,ENSG00000170802,ENSP00000343633,0
GFRAL,389400,617837,ENSG00000187871,ENSP00000343636,0
RAPGEF5,9771,609527,ENSG00000136237,ENSP00000343656,0
MCCC2,64087,609014,ENSG00000131844,ENSP00000343657,0
MAP4K4,9448,604666,ENSG00000071054,ENSP00000343658,0
ASTL,431705,608860,ENSG00000188886,ENSP00000343674,0
GJA4,2701,121012,ENSG00000187513,ENSP00000343676,0
DPYSL3,1809,601168,ENSG00000113657,ENSP00000343690,1
KPNA1,3836,600686,ENSG00000114030,ENSP00000343701,0
MAGEH1,28986,300548,ENSG00000187601,ENSP00000343706,0
ATR,545,601215,ENSG00000175054,ENSP00000343741,0
CORO2A,7464,602159,ENSG00000106789,ENSP00000343746,0
ADRB3,155,109691,ENSG00000188778,ENSP00000343782,0
CDK5RAP2,55755,608201,ENSG00000136861,ENSP00000343818,0
OTX2,5015,600037,ENSG00000165588,ENSP00000343819,0
UGT1A10,54575,606435,ENSG00000242515,ENSP00000343838,0
MRRF,92399,604602,ENSG00000148187,ENSP00000343867,0
TMTC4,84899,618203,ENSG00000125247,ENSP00000343871,0
PPA2,27068,609988,ENSG00000138777,ENSP00000343885,0
CPTP,80772,615467,ENSG00000224051,ENSP00000343890,0
NLRP13,126204,609660,ENSG00000173572,ENSP00000343891,0
FRMD6,122786,614555,ENSG00000139926,ENSP00000343899,0
PRELP,5549,601914,ENSG00000188783,ENSP00000343924,0
ESR2,2100,601663,ENSG00000140009,ENSP00000343925,1
IFNAR2,3455,602376,ENSG00000159110,ENSP00000343957,0
PSPC1,55269,612408,ENSG00000121390,ENSP00000343966,0
SYNGR4,23546,608373,ENSG00000105467,ENSP00000344041,0
AUTS2,26053,607270,ENSG00000158321,ENSP00000344087,1
ZNF683,257101,616775,ENSG00000176083,ENSP00000344095,0
CDH5,1003,601120,ENSG00000179776,ENSP00000344115,0
POMGNT2,84892,614828,ENSG00000144647,ENSP00000344125,0
ABCA2,20,600047,ENSG00000107331,ENSP00000344155,0
ZNF136,7695,604078,ENSG00000196646,ENSP00000344162,0
GRM8,2918,601116,ENSG00000179603,ENSP00000344173,1
IL17A,3605,603149,ENSG00000112115,ENSP00000344192,1
RHBDL1,9028,603264,ENSG00000103269,ENSP00000344206,0
TRIM14,9830,606556,ENSG00000106785,ENSP00000344208,0
TP53INP1,94241,606185,ENSG00000164938,ENSP00000344215,0
SUSD4,55061,615827,ENSG00000143502,ENSP00000344219,0
PDPK1,5170,605213,ENSG00000140992,ENSP00000344220,0
MBTPS1,8720,603355,ENSG00000140943,ENSP00000344223,0
FXYD5,53827,606669,ENSG00000089327,ENSP00000344254,0
GALNT15,117248,615131,ENSG00000131386,ENSP00000344260,0
DOK4,55715,608333,ENSG00000125170,ENSP00000344277,0
BSX,390259,611074,ENSG00000188909,ENSP00000344285,0
OFD1,8481,300170,ENSG00000046651,ENSP00000344314,1
ATF3,467,603148,ENSG00000162772,ENSP00000344352,0
LIN28B,389421,611044,ENSG00000187772,ENSP00000344401,0
FSIP2,401024,615796,ENSG00000188738,ENSP00000344403,0
TAS1R3,83756,605865,ENSG00000169962,ENSP00000344411,0
KRTAP1-3,81850,608820,ENSG00000221880,ENSP00000344420,0
IFITM10,402778,618293,ENSG00000244242,ENSP00000344430,0
DNAJB13,374407,610263,ENSG00000187726,ENSP00000344431,0
DOK7,285489,610285,ENSG00000175920,ENSP00000344432,0
FGD6,55785,613520,ENSG00000180263,ENSP00000344446,0
CTNNB1,1499,116806,ENSG00000168036,ENSP00000344456,1
PROZ,8858,176895,ENSG00000126231,ENSP00000344458,0
PEAR1,375033,610278,ENSG00000187800,ENSP00000344465,0
SDC3,9672,186357,ENSG00000162512,ENSP00000344468,0
NR4A2,4929,601828,ENSG00000153234,ENSP00000344479,1
JPH1,56704,605266,ENSG00000104369,ENSP00000344488,0
H1F0,3005,142708,ENSG00000189060,ENSP00000344504,0
IKZF3,22806,606221,ENSG00000161405,ENSP00000344544,0
SCGB1C1,147199,610176,ENSG00000188076,ENSP00000344545,0
ARID1B,57492,614556,ENSG00000049618,ENSP00000344546,1
PTMA,5757,188390,ENSG00000187514,ENSP00000344547,0
CLEC12B,387837,617573,ENSG00000256660,ENSP00000344563,0
FIBP,9158,608296,ENSG00000172500,ENSP00000344572,0
APOL3,80833,607253,ENSG00000128284,ENSP00000344577,0
FSCB,84075,611779,ENSG00000189139,ENSP00000344579,0
BTG3,10950,605674,ENSG00000154640,ENSP00000344609,0
CCNG1,900,601578,ENSG00000113328,ENSP00000344635,1
SLC37A1,54020,608094,ENSG00000160190,ENSP00000344648,0
NF2,4771,607379,ENSG00000186575,ENSP00000344666,0
DHRS2,10202,615194,ENSG00000100867,ENSP00000344674,0
TOX2,84969,611163,ENSG00000124191,ENSP00000344724,0
INSIG1,3638,602055,ENSG00000186480,ENSP00000344741,0
ECM2,1842,603479,ENSG00000106823,ENSP00000344758,0
GFI1B,8328,604383,ENSG00000165702,ENSP00000344782,0
NFASC,23114,609145,ENSG00000163531,ENSP00000344786,0
SLC24A2,25769,609838,ENSG00000155886,ENSP00000344801,1
BSDC1,55108,617518,ENSG00000160058,ENSP00000344816,0
CMTM5,116173,607888,ENSG00000166091,ENSP00000344819,0
KCNK7,10089,603940,ENSG00000173338,ENSP00000344820,1
QPCT,25797,607065,ENSG00000115828,ENSP00000344829,0
SLC25A40,55972,610821,ENSG00000075303,ENSP00000344831,0
HAVCR1,26762,606518,ENSG00000113249,ENSP00000344844,0
FBXL14,144699,609081,ENSG00000171823,ENSP00000344855,0
IGFL3,388555,610546,ENSG00000188624,ENSP00000344860,0
FBXL5,26234,605655,ENSG00000118564,ENSP00000344866,0
MYO1F,4542,601480,ENSG00000142347,ENSP00000344871,0
MAFK,7975,600197,ENSG00000198517,ENSP00000344903,0
PTP4A2,8073,601584,ENSG00000184007,ENSP00000344909,0
BPIFB6,128859,614110,ENSG00000167104,ENSP00000344929,0
DPY19L3,147991,613894,ENSG00000178904,ENSP00000344937,0
SPRY4,81848,607984,ENSG00000187678,ENSP00000344967,0
CRTC1,23373,607536,ENSG00000105662,ENSP00000345001,0
FBLN5,10516,604580,ENSG00000140092,ENSP00000345008,0
GSTO2,119391,612314,ENSG00000065621,ENSP00000345023,0
GLI4,2738,165280,ENSG00000250571,ENSP00000345024,0
KCNQ5,56479,607357,ENSG00000185760,ENSP00000345055,0
PRICKLE1,144165,608500,ENSG00000139174,ENSP00000345064,1
MAP2K3,5606,602315,ENSG00000034152,ENSP00000345083,0
IMPDH1,3614,146690,ENSG00000106348,ENSP00000345096,0
C2orf88,84281,615117,ENSG00000187699,ENSP00000345107,0
