HGNC,ENTREZ_ID,OMIM_ID,ENSEMBL_ID,ENSP,ASD
ARF5,381,103188,ENSG00000004059,ENSP00000000233,0
M6PR,4074,154540,ENSG00000003056,ENSP00000000412,0
FKBP4,2288,600611,ENSG00000004478,ENSP00000001008,0
CYP26B1,56603,605207,ENSG00000003137,ENSP00000001146,0
NDUFAF7,55471,615898,ENSG00000003509,ENSP00000002125,0
FUCA2,2519,136820,ENSG00000001036,ENSP00000002165,0
HS3ST1,9957,603244,ENSG00000002587,ENSP00000002596,0
SEMA3F,6405,601124,ENSG00000001617,ENSP00000002829,1
CFTR,1080,602421,ENSG00000001626,ENSP00000003084,0
CYP51A1,1595,601637,ENSG00000001630,ENSP00000003100,0
USP28,57646,610748,ENSG00000048028,ENSP00000003302,0
SLC7A2,6542,601872,ENSG00000003989,ENSP00000004531,0
PDK4,5166,602527,ENSG00000004799,ENSP00000005178,0
USH1C,10083,605242,ENSG00000006611,ENSP00000005226,0
RALA,5898,179550,ENSG00000006451,ENSP00000005257,1
BAIAP2L1,55971,611877,ENSG00000006453,ENSP00000005260,0
CACNG3,10368,606403,ENSG00000006116,ENSP00000005284,0
TMEM132A,54972,617363,ENSG00000006118,ENSP00000005286,0
DVL2,1856,602151,ENSG00000004975,ENSP00000005340,0
RPAP3,79657,611477,ENSG00000005175,ENSP00000005386,0
SKAP2,8935,605215,ENSG00000005020,ENSP00000005587,0
PRSS21,10942,608159,ENSG00000007038,ENSP00000005995,0
HOXA11,3207,142958,ENSG00000005073,ENSP00000006015,0
CX3CL1,6376,601880,ENSG00000006210,ENSP00000006053,0
TRAPPC6A,79090,610396,ENSG00000007255,ENSP00000006275,0
SPATA20,64847,613939,ENSG00000006282,ENSP00000006658,0
RHBDD2,57414,615203,ENSG00000005486,ENSP00000006777,0
TSR3,115939,617058,ENSG00000007520,ENSP00000007390,0
OSBPL7,114881,606735,ENSG00000006025,ENSP00000007414,0
YBX2,51087,611447,ENSG00000006047,ENSP00000007699,0
ITGA3,3675,605025,ENSG00000005884,ENSP00000007722,0
KRT33A,3883,602761,ENSG00000006059,ENSP00000007735,0
TFAP2D,83741,610161,ENSG00000008197,ENSP00000008391,0
CRY1,1407,601933,ENSG00000008405,ENSP00000008527,0
PGLYRP1,8993,604963,ENSG00000008438,ENSP00000008938,0
STARD3NL,83930,611759,ENSG00000010270,ENSP00000009041,0
CAMK1G,57172,614994,ENSG00000008118,ENSP00000009105,0
CD74,972,142790,ENSG00000019582,ENSP00000009530,0
CPA1,1357,114850,ENSG00000091704,ENSP00000011292,0
SYPL1,6856,616665,ENSG00000008282,ENSP00000011473,0
RANBP9,10048,603854,ENSG00000010017,ENSP00000011619,0
CD4,920,186940,ENSG00000010610,ENSP00000011653,0
TSPAN9,10867,613137,ENSG00000011105,ENSP00000011898,0
PPP5C,5536,600658,ENSG00000011485,ENSP00000012443,0
UBR7,55148,613816,ENSG00000012963,ENSP00000013070,1
MAP4K5,11183,604923,ENSG00000012983,ENSP00000013125,0
INMT,11185,604854,ENSG00000241644,ENSP00000013222,0
ERCC1,2067,126380,ENSG00000012061,ENSP00000013807,0
GPRC5A,9052,604138,ENSG00000013588,ENSP00000014914,0
HEBP1,50865,605826,ENSG00000013583,ENSP00000014930,0
COX15,1355,603646,ENSG00000014919,ENSP00000016171,0
MS4A12,54860,606550,ENSG00000071203,ENSP00000016913,0
RGPD5,84220,612708,ENSG00000015568,ENSP00000016946,0
XYLT2,64132,608125,ENSG00000015532,ENSP00000017003,0
SCTR,6344,182098,ENSG00000080293,ENSP00000019103,0
RALBP1,10928,605801,ENSG00000017797,ENSP00000019317,0
PSD,5662,602327,ENSG00000059915,ENSP00000020673,0
SYT13,57586,607716,ENSG00000019505,ENSP00000020926,0
SLC7A9,11136,604144,ENSG00000021488,ENSP00000023064,0
RB1CC1,9821,606837,ENSG00000023287,ENSP00000025008,1
AKAP11,11215,604696,ENSG00000023516,ENSP00000025301,0
PIGQ,9091,605754,ENSG00000007541,ENSP00000026218,0
CDH17,1015,603017,ENSG00000079112,ENSP00000027335,0
B4GALT7,11285,604327,ENSG00000027847,ENSP00000029410,0
FAM13B,51306,609371,ENSG00000031003,ENSP00000033079,0
CHPF2,54480,608037,ENSG00000033100,ENSP00000035307,0
LRRC7,57554,614453,ENSG00000033122,ENSP00000035383,1
GABARAPL2,11345,607452,ENSG00000034713,ENSP00000037243,0
MYOC,4653,601652,ENSG00000034971,ENSP00000037502,0
FAM136A,84908,616275,ENSG00000035141,ENSP00000037869,0
OTC,5009,300461,ENSG00000036473,ENSP00000039007,0
HOXC8,3224,142970,ENSG00000037965,ENSP00000040584,0
MRI1,84245,615105,ENSG00000037757,ENSP00000040663,0
BOD1L1,259282,616746,ENSG00000038219,ENSP00000040738,0
TARBP1,6894,605052,ENSG00000059588,ENSP00000040877,0
RTN4R,65078,605566,ENSG00000040608,ENSP00000043402,0
PSMA4,5685,176846,ENSG00000041357,ENSP00000044462,0
ZPBP,11055,608498,ENSG00000042813,ENSP00000046087,0
LCP2,3937,601603,ENSG00000043462,ENSP00000046794,0
DCN,1634,125255,ENSG00000011465,ENSP00000052754,0
TNFRSF17,608,109545,ENSG00000048462,ENSP00000053243,0
MRPS10,55173,611976,ENSG00000048544,ENSP00000053468,0
GRN,2896,138945,ENSG00000030582,ENSP00000053867,0
THAP3,90326,612532,ENSG00000041988,ENSP00000054650,0
VAMP3,9341,603657,ENSG00000049245,ENSP00000054666,0
UTS2,10911,604097,ENSG00000049247,ENSP00000054668,0
RCN1,5954,602735,ENSG00000049449,ENSP00000054950,0
RFC2,5982,600404,ENSG00000049541,ENSP00000055077,0
ARHGEF5,7984,600888,ENSG00000050327,ENSP00000056217,0
NFE2L3,9603,604135,ENSG00000050344,ENSP00000056233,1
TLL1,7092,606742,ENSG00000038295,ENSP00000061240,0
NNAT,4826,603106,ENSG00000053438,ENSP00000062104,0
CBLN4,140689,615029,ENSG00000054803,ENSP00000064571,0
CLDN11,5010,601326,ENSG00000013297,ENSP00000064724,0
FAM168A,23201,616316,ENSG00000054965,ENSP00000064778,0
RELT,84957,611211,ENSG00000054967,ENSP00000064780,0
PKP2,5318,602861,ENSG00000057294,ENSP00000070846,0
YIPF1,54432,617521,ENSG00000058799,ENSP00000072644,0
INPP4A,3631,600916,ENSG00000040933,ENSP00000074304,0
SLC2A3,6515,138170,ENSG00000059804,ENSP00000075120,0
STYK1,55359,611433,ENSG00000060140,ENSP00000075503,1
GNA11,2767,139313,ENSG00000088256,ENSP00000078429,0
CREB3L3,84699,611998,ENSG00000060566,ENSP00000078445,0
HDAC7,51564,606542,ENSG00000061273,ENSP00000080059,0
MRPS35,60488,611995,ENSG00000061794,ENSP00000081029,0
APPBP2,10513,605324,ENSG00000062725,ENSP00000083182,0
CA11,770,604644,ENSG00000063180,ENSP00000084798,0
ISOC2,79763,612928,ENSG00000063241,ENSP00000085068,0
CD22,933,107266,ENSG00000012124,ENSP00000085219,0
GSC2,2928,601845,ENSG00000063515,ENSP00000086933,0
KCNQ1,3784,607542,ENSG00000053918,ENSP00000155840,0
TRPM5,29850,604600,ENSG00000070985,ENSP00000155858,0
TRIB2,28951,609462,ENSG00000071575,ENSP00000155926,0
OTUD5,55593,300713,ENSG00000068308,ENSP00000156084,0
GPKOW,27238,301003,ENSG00000068394,ENSP00000156109,0
AQR,9716,610548,ENSG00000021776,ENSP00000156471,0
ST6GALNAC1,55808,610138,ENSG00000070526,ENSP00000156626,0
LMCD1,29995,604859,ENSG00000071282,ENSP00000157600,0
PSMC4,5704,602707,ENSG00000013275,ENSP00000157812,0
CAMKK1,84254,611411,ENSG00000004660,ENSP00000158166,0
ACAP1,9744,607763,ENSG00000072818,ENSP00000158762,0
DERL2,51009,610304,ENSG00000072849,ENSP00000158771,0
NOX3,50508,607105,ENSG00000074771,ENSP00000159060,0
ANO8,57719,610216,ENSG00000074855,ENSP00000159087,0
KDM4B,23030,609765,ENSG00000127663,ENSP00000159111,1
ICAM3,3385,146631,ENSG00000076662,ENSP00000160262,0
CTTNBP2,83992,609772,ENSG00000077063,ENSP00000160373,1
ACTL6B,51412,612458,ENSG00000077080,ENSP00000160382,1
KIF22,3835,603213,ENSG00000079616,ENSP00000160827,0
PRSS22,64063,609343,ENSG00000005001,ENSP00000161006,0
CEACAM1,634,109770,ENSG00000079385,ENSP00000161559,0
YTHDC2,64848,616530,ENSG00000047188,ENSP00000161863,1
TNFRSF1A,7132,191190,ENSG00000067182,ENSP00000162749,0
GOLGA5,9950,606918,ENSG00000066455,ENSP00000163416,0
CELSR3,1951,604264,ENSG00000008300,ENSP00000164024,0
PPP2R5B,5526,601644,ENSG00000068971,ENSP00000164133,0
PYGM,5837,608455,ENSG00000068976,ENSP00000164139,0
BCL3,602,109560,ENSG00000069399,ENSP00000164227,0
PIGB,9488,604122,ENSG00000069943,ENSP00000164305,0
PDZD4,57595,300634,ENSG00000067840,ENSP00000164640,1
PRLH,51052,602663,ENSG00000071677,ENSP00000165524,0
FSTL3,10272,605343,ENSG00000070404,ENSP00000166139,0
EPHA8,2046,176945,ENSG00000070886,ENSP00000166244,0
TRIP13,9319,604507,ENSG00000071539,ENSP00000166345,0
VASH1,22846,609011,ENSG00000071246,ENSP00000167106,1
KRT14,3861,148066,ENSG00000186847,ENSP00000167586,0
KRT20,54474,608218,ENSG00000171431,ENSP00000167588,0
SPP2,6694,602637,ENSG00000072080,ENSP00000168148,1
HSD17B10,3028,300256,ENSG00000072506,ENSP00000168216,0
FGF4,2249,164980,ENSG00000075388,ENSP00000168712,0
ST6GAL1,6480,109675,ENSG00000073849,ENSP00000169298,0
TIMM21,29090,615180,ENSG00000075336,ENSP00000169551,0
BPIFB2,80341,614108,ENSG00000078898,ENSP00000170150,0
REXO1,57455,609614,ENSG00000079313,ENSP00000170168,0
MKRN2,23609,608426,ENSG00000075975,ENSP00000170447,0
KEAP1,9817,606016,ENSG00000079999,ENSP00000171111,0
P2RY10,27334,300529,ENSG00000078589,ENSP00000171757,0
TNS1,7145,600076,ENSG00000079308,ENSP00000171887,0
NGFR,4804,162010,ENSG00000064300,ENSP00000172229,0
NTN1,9423,601614,ENSG00000065320,ENSP00000173229,0
TRO,7216,300132,ENSG00000067445,ENSP00000173898,0
MNT,4335,603039,ENSG00000070444,ENSP00000174618,1
ADAM7,8756,607310,ENSG00000069206,ENSP00000175238,0
ASNS,440,108370,ENSG00000070669,ENSP00000175506,0
PTPN18,26469,606587,ENSG00000072135,ENSP00000175756,0
DRD4,1815,126452,ENSG00000069696,ENSP00000176183,0
SCT,6343,182099,ENSG00000070031,ENSP00000176195,0
STK10,6793,603919,ENSG00000072786,ENSP00000176763,0
TBX21,30009,604895,ENSG00000073861,ENSP00000177694,0
MRPS34,65993,611994,ENSG00000074071,ENSP00000177742,0
CA12,771,603263,ENSG00000074410,ENSP00000178638,0
MAP2K5,5607,602520,ENSG00000137764,ENSP00000178640,0
FGF20,26281,605558,ENSG00000078579,ENSP00000180166,0
MTMR7,9108,603562,ENSG00000003987,ENSP00000180173,0
CPB2,1361,603101,ENSG00000080618,ENSP00000181383,0
CDK13,8621,603309,ENSG00000065883,ENSP00000181839,1
TSPAN32,10077,603853,ENSG00000064201,ENSP00000182290,0
TRAM2,9697,608485,ENSG00000065308,ENSP00000182527,0
CLDN18,51208,609210,ENSG00000066405,ENSP00000183605,0
ROPN1,54763,611757,ENSG00000065371,ENSP00000184183,0
NDUFB4,4710,603840,ENSG00000065518,ENSP00000184266,0
ERLEC1,27248,611229,ENSG00000068912,ENSP00000185150,0
CLIC5,53405,607293,ENSG00000112782,ENSP00000185206,0
TMEM131,23505,615659,ENSG00000075568,ENSP00000186436,0
TMEM38A,79041,611235,ENSG00000072954,ENSP00000187762,0
FAP,2191,600403,ENSG00000078098,ENSP00000188790,0
DMRT3,58524,614754,ENSG00000064218,ENSP00000190165,0
GAL3ST2,64090,608237,ENSG00000154252,ENSP00000192314,0
OSTM1,28962,607649,ENSG00000081087,ENSP00000193322,0
IMPG2,50939,607056,ENSG00000081148,ENSP00000193391,0
SLC13A1,6561,606193,ENSG00000081800,ENSP00000194130,0
PCDHB4,56131,606330,ENSG00000081818,ENSP00000194152,0
PCDHB2,56133,606328,ENSG00000112852,ENSP00000194155,0
STRADB,55437,607333,ENSG00000082146,ENSP00000194530,0
PLOD1,5351,153454,ENSG00000083444,ENSP00000196061,0
OXCT1,5019,601424,ENSG00000083720,ENSP00000196371,0
PILRA,29992,605341,ENSG00000085514,ENSP00000198536,0
RRN3,54700,605121,ENSG00000085721,ENSP00000198767,0
MOGAT2,80168,610270,ENSG00000166391,ENSP00000198801,0
AQP2,359,107777,ENSG00000167580,ENSP00000199280,0
DIMT1,27292,612499,ENSG00000086189,ENSP00000199320,0
EIF2AK1,27102,613635,ENSG00000086232,ENSP00000199389,0
NME8,51314,607421,ENSG00000086288,ENSP00000199447,0
MRPL28,10573,604853,ENSG00000086504,ENSP00000199706,0
HBQ1,3049,142240,ENSG00000086506,ENSP00000199708,0
CEACAM6,4680,163980,ENSG00000086548,ENSP00000199764,0
RBM22,55696,612430,ENSG00000086589,ENSP00000199814,0
HSD17B2,3294,109685,ENSG00000086696,ENSP00000199936,0
ZW10,9183,603954,ENSG00000086827,ENSP00000200135,0
ITGB4,3691,147557,ENSG00000132470,ENSP00000200181,0
PPP1R15A,23645,611048,ENSG00000087074,ENSP00000200453,0
TRIP6,7205,602933,ENSG00000087077,ENSP00000200457,0
ADAM11,4185,155120,ENSG00000073670,ENSP00000200557,0
SLC22A4,6583,604190,ENSG00000197208,ENSP00000200652,0
CETP,1071,118470,ENSG00000087237,ENSP00000200676,0
MT3,4504,139255,ENSG00000087250,ENSP00000200691,0
TFAP2C,7022,601602,ENSG00000087510,ENSP00000201031,0
SULT2B1,6820,604125,ENSG00000088002,ENSP00000201586,0
EPS8L1,54869,614987,ENSG00000131037,ENSP00000201647,0
REM1,28954,610388,ENSG00000088320,ENSP00000201979,0
PDRG1,81572,610789,ENSG00000088356,ENSP00000202017,0
PPP1R13B,23368,606455,ENSG00000088808,ENSP00000202556,0
TGM6,343641,613900,ENSG00000166948,ENSP00000202625,0
SIRT4,23409,604482,ENSG00000089163,ENSP00000202967,0
UQCRC1,7384,191328,ENSG00000010256,ENSP00000203407,0
GMIP,51291,609694,ENSG00000089639,ENSP00000203556,0
LAG3,3902,153337,ENSG00000089692,ENSP00000203629,0
MLF2,8079,601401,ENSG00000089693,ENSP00000203630,0
OTUB2,78990,608338,ENSG00000089723,ENSP00000203664,0
TFAP4,7023,600743,ENSG00000090447,ENSP00000204517,0
PDCD7,10081,608138,ENSG00000090470,ENSP00000204549,0
SPG21,51324,608181,ENSG00000090487,ENSP00000204566,0
CHRD,8646,603475,ENSG00000090539,ENSP00000204604,0
THPO,7066,600044,ENSG00000090534,ENSP00000204615,0
GNPTG,84572,607838,ENSG00000090581,ENSP00000204679,0
GOLGA3,2802,602581,ENSG00000090615,ENSP00000204726,0
EFNB1,1947,300035,ENSG00000090776,ENSP00000204961,0
GLG1,2734,600753,ENSG00000090863,ENSP00000205061,0
DLL3,10683,602768,ENSG00000090932,ENSP00000205143,0
AASDH,132949,614365,ENSG00000157426,ENSP00000205214,0
DLD,1738,238331,ENSG00000091140,ENSP00000205402,0
ABCC6,368,603234,ENSG00000091262,ENSP00000205557,0
CMTM6,54918,607889,ENSG00000091317,ENSP00000205636,0
MYO15A,51168,602666,ENSG00000091536,ENSP00000205890,0
APOH,350,138700,ENSG00000091583,ENSP00000205948,0
SPAG7,9552,610056,ENSG00000091640,ENSP00000206020,0
CCDC80,151887,608298,ENSG00000091986,ENSP00000206423,0
HAUS4,54930,613431,ENSG00000092036,ENSP00000206474,0
CEBPE,1053,600749,ENSG00000092067,ENSP00000206513,0
OSGEP,55644,610107,ENSG00000092094,ENSP00000206542,0
G2E3,55632,611299,ENSG00000092140,ENSP00000206595,0
TGM1,7051,190195,ENSG00000092295,ENSP00000206765,0
TBX15,6913,604127,ENSG00000092607,ENSP00000207157,0
TEKT2,27285,608953,ENSG00000092850,ENSP00000207457,0
UNC13D,201294,608897,ENSG00000092929,ENSP00000207549,0
XYLB,9942,604049,ENSG00000093217,ENSP00000207870,0
ADH1A,124,103700,ENSG00000187758,ENSP00000209668,0
KRT23,25984,606194,ENSG00000108244,ENSP00000209718,0
CDC6,990,602627,ENSG00000094804,ENSP00000209728,0
AAAS,8086,605378,ENSG00000094914,ENSP00000209873,0
CBX5,23468,604478,ENSG00000094916,ENSP00000209875,0
KLHL20,27252,617679,ENSG00000076321,ENSP00000209884,0
FMO2,2327,603955,ENSG00000094963,ENSP00000209929,0
DHPS,1725,600944,ENSG00000095059,ENSP00000210060,0
RAB26,25837,605455,ENSG00000167964,ENSP00000210187,0
PSMD5,5711,604452,ENSG00000095261,ENSP00000210313,0
NANS,54187,605202,ENSG00000095380,ENSP00000210444,0
TPSD1,23430,609272,ENSG00000095917,ENSP00000211076,0
GSTA3,2940,605449,ENSG00000174156,ENSP00000211122,0
MAPK13,5603,602899,ENSG00000156711,ENSP00000211287,0
TMEM14A,28978,616870,ENSG00000096092,ENSP00000211314,0
PRRT1,80863,618297,ENSG00000204314,ENSP00000211413,0
ZNF184,7738,602277,ENSG00000096654,ENSP00000211936,0
VCL,7414,193065,ENSG00000035403,ENSP00000211998,0
SIRT1,23411,604479,ENSG00000096717,ENSP00000212015,0
TGFBR3,7049,600742,ENSG00000069702,ENSP00000212355,0
TMED1,11018,605395,ENSG00000099203,ENSP00000214869,0
MZF1,7593,194550,ENSG00000099326,ENSP00000215057,0
PSMD8,5714,617844,ENSG00000099341,ENSP00000215071,0
STX1B,112755,601485,ENSG00000099365,ENSP00000215095,0
EFNA2,1943,602756,ENSG00000099617,ENSP00000215368,0
FGF22,27006,605831,ENSG00000070388,ENSP00000215530,0
NDUFB7,4713,603842,ENSG00000099795,ENSP00000215565,0
TECR,9524,610057,ENSG00000099797,ENSP00000215567,0
TIMM13,26517,607383,ENSG00000099800,ENSP00000215570,0
CDC34,997,116948,ENSG00000099804,ENSP00000215574,0
MISP,126353,615289,ENSG00000099812,ENSP00000215582,0
GADD45B,4616,604948,ENSG00000099860,ENSP00000215631,1
MADCAM1,8174,102670,ENSG00000099866,ENSP00000215637,0
MAPK12,6300,602399,ENSG00000188130,ENSP00000215659,1
SERPIND1,3053,142360,ENSG00000099937,ENSP00000215727,0
SNAP29,9342,604202,ENSG00000099940,ENSP00000215730,0
LZTR1,8216,600574,ENSG00000099949,ENSP00000215739,1
THAP7,80764,609518,ENSG00000184436,ENSP00000215742,0
MMP11,4320,185261,ENSG00000099953,ENSP00000215743,0
MIF,4282,153620,ENSG00000240972,ENSP00000215754,0
OSM,5008,165095,ENSG00000099985,ENSP00000215781,0
SF3A1,10291,605595,ENSG00000099995,ENSP00000215793,0
USP18,11274,607057,ENSG00000184979,ENSP00000215794,0
SEC14L3,266629,612824,ENSG00000100012,ENSP00000215812,0
SNRPD3,6634,601062,ENSG00000100028,ENSP00000215829,0
MAPK1,5594,176948,ENSG00000100030,ENSP00000215832,1
TCN2,6948,613441,ENSG00000185339,ENSP00000215838,0
CRYBB3,1417,123630,ENSG00000100053,ENSP00000215855,0
MORC2,22880,616661,ENSG00000133422,ENSP00000215862,0
SLC25A1,6576,190315,ENSG00000100075,ENSP00000215882,0
PLA2G3,50487,611651,ENSG00000100078,ENSP00000215885,0
LGALS2,3957,150571,ENSG00000100079,ENSP00000215886,0
PDXP,57026,609246,ENSG00000241360,ENSP00000215904,0
LGALS1,3956,150570,ENSG00000100097,ENSP00000215909,0
SRRD,402055,602254,ENSG00000100104,ENSP00000215917,0
CRYBB1,1414,600929,ENSG00000100122,ENSP00000215939,0
ANKRD54,129138,613383,ENSG00000100124,ENSP00000215941,0
CENPM,79019,610152,ENSG00000100162,ENSP00000215980,0
DMC1,11144,602721,ENSG00000100206,ENSP00000216024,0
HSCB,150274,608142,ENSG00000100209,ENSP00000216027,0
TOMM22,56993,607046,ENSG00000100216,ENSP00000216034,0
XBP1,7494,194355,ENSG00000100219,ENSP00000216037,0
RTCB,51493,613901,ENSG00000100220,ENSP00000216038,0
JOSD1,9929,615323,ENSG00000100221,ENSP00000216039,0
GTPBP1,9567,602245,ENSG00000100226,ENSP00000216044,0
DNAL4,10126,610565,ENSG00000100246,ENSP00000216068,0
MIOX,55586,606774,ENSG00000100253,ENSP00000216075,0
APOBEC3D,140564,609900,ENSG00000243811,ENSP00000216099,0
RASL10A,10633,602220,ENSG00000100276,ENSP00000216101,0
HMGXB4,10042,604702,ENSG00000100281,ENSP00000216106,0
BIK,638,603392,ENSG00000100290,ENSP00000216115,0
HMOX1,3162,141250,ENSG00000100292,ENSP00000216117,0
NIPSNAP1,8508,603249,ENSG00000184117,ENSP00000216121,0
MCM5,4174,602696,ENSG00000100297,ENSP00000216122,0
ARSA,410,607574,ENSG00000100299,ENSP00000216124,0
RASD2,23551,612842,ENSG00000100302,ENSP00000216127,0
CBX7,23492,608457,ENSG00000100307,ENSP00000216133,0
ACR,49,102480,ENSG00000100312,ENSP00000216139,0
TAB1,10454,602615,ENSG00000100324,ENSP00000216160,0
PNPLA5,150379,611589,ENSG00000100341,ENSP00000216177,0
PNPLA3,80339,609567,ENSG00000100344,ENSP00000216180,0
MYH9,4627,160775,ENSG00000100345,ENSP00000216181,0
TXN2,25828,609063,ENSG00000100348,ENSP00000216185,0
EIF3D,8664,603915,ENSG00000100353,ENSP00000216190,0
PVALB,5816,168890,ENSG00000100362,ENSP00000216200,1
UPK3A,7380,611559,ENSG00000100373,ENSP00000216211,0
ST13,6767,606796,ENSG00000100380,ENSP00000216218,0
IL2RB,3560,146710,ENSG00000100385,ENSP00000216223,0
RBX1,9978,603814,ENSG00000100387,ENSP00000216225,0
L3MBTL2,83746,611865,ENSG00000100395,ENSP00000216237,0
CHADL,150356,616236,ENSG00000100399,ENSP00000216241,0
PHF5A,84844,617846,ENSG00000100410,ENSP00000216252,0
ACO2,50,100850,ENSG00000100412,ENSP00000216254,0
PMM1,5372,601786,ENSG00000100417,ENSP00000216259,0
CERK,64781,610307,ENSG00000100422,ENSP00000216264,0
BRD1,23774,604589,ENSG00000100425,ENSP00000216267,0
ZBED4,9889,612552,ENSG00000100426,ENSP00000216268,0
HDAC10,83933,608544,ENSG00000100429,ENSP00000216271,0
RIPK3,11035,605817,ENSG00000129465,ENSP00000216274,0
PAPOLA,10914,605553,ENSG00000090060,ENSP00000216277,0
NID2,22795,605399,ENSG00000087303,ENSP00000216286,0
SNAPC1,6617,600591,ENSG00000023608,ENSP00000216294,0
SUPT16H,11198,605012,ENSG00000092201,ENSP00000216297,0
FKBP3,2287,186947,ENSG00000100442,ENSP00000216330,0
CTSG,1511,116830,ENSG00000100448,ENSP00000216336,0
GZMH,2999,116831,ENSG00000100450,ENSP00000216338,0
GZMB,3002,123910,ENSG00000100453,ENSP00000216341,0
AP4S1,11154,607243,ENSG00000100478,ENSP00000216366,0
POLE2,5427,602670,ENSG00000100479,ENSP00000216367,0
SOS2,6655,601247,ENSG00000100485,ENSP00000216373,0
PYGL,5836,613741,ENSG00000100504,ENSP00000216392,0
GNPNAT1,64841,616510,ENSG00000100522,ENSP00000216410,0
CNIH1,10175,611287,ENSG00000100528,ENSP00000216416,0
CGRRF1,10668,606138,ENSG00000100532,ENSP00000216420,0
ATP6V1D,51382,609398,ENSG00000100554,ENSP00000216442,0
PLEK2,26499,608007,ENSG00000100558,ENSP00000216446,0
PIGH,5283,600154,ENSG00000100564,ENSP00000216452,0
PSMA3,5684,176843,ENSG00000100567,ENSP00000216455,0
GSTZ1,2954,603758,ENSG00000100577,ENSP00000216465,0
AHSA1,10598,608466,ENSG00000100591,ENSP00000216479,0
SPTLC2,9517,605713,ENSG00000100596,ENSP00000216484,0
RIN3,79890,610223,ENSG00000100599,ENSP00000216487,0
ALKBH1,8846,605345,ENSG00000100601,ENSP00000216489,0
CHGA,1113,118910,ENSG00000100604,ENSP00000216492,0
DHRS7,51635,612833,ENSG00000100612,ENSP00000216500,0
SIX4,51804,606342,ENSG00000100625,ENSP00000216513,0
SLC10A1,6554,182396,ENSG00000100652,ENSP00000216540,0
EIF5,1983,601710,ENSG00000100664,ENSP00000216554,0
ZFYVE21,79038,613504,ENSG00000100711,ENSP00000216602,0
MTHFD1,4522,172460,ENSG00000100714,ENSP00000216605,0
BDKRB1,623,600337,ENSG00000100739,ENSP00000216629,0
VRK1,7443,602168,ENSG00000100749,ENSP00000216639,0
APEX1,328,107748,ENSG00000100823,ENSP00000216714,0
PABPN1,8106,602279,ENSG00000100836,ENSP00000216727,0
EFS,10278,609906,ENSG00000100842,ENSP00000216733,0
CINP,51550,613362,ENSG00000100865,ENSP00000216756,0
PCK2,5106,614095,ENSG00000100889,ENSP00000216780,0
NFKBIA,4792,164008,ENSG00000100906,ENSP00000216797,0
PSME2,5721,602161,ENSG00000100911,ENSP00000216802,0
PNN,5411,603154,ENSG00000100941,ENSP00000216832,0
CYP24A1,1591,126065,ENSG00000019186,ENSP00000216862,0
AURKA,6790,603072,ENSG00000087586,ENSP00000216911,0
ZFP64,55734,618111,ENSG00000020256,ENSP00000216923,0
GSS,2937,601002,ENSG00000100983,ENSP00000216951,0
PYGB,5834,138550,ENSG00000100994,ENSP00000216962,0
PROCR,10544,600646,ENSG00000101000,ENSP00000216968,0
MYBL2,4605,601415,ENSG00000101057,ENSP00000217026,0
SALL4,57167,607343,ENSG00000101115,ENSP00000217086,0
CSTF1,1477,600369,ENSG00000101138,ENSP00000217109,0
TPD52L2,7165,603747,ENSG00000101150,ENSP00000217121,0
CTSZ,1522,603169,ENSG00000101160,ENSP00000217131,0
TUBB1,81027,612901,ENSG00000101162,ENSP00000217133,0
SLCO4A1,28231,612436,ENSG00000101187,ENSP00000217159,0
BIRC7,79444,605737,ENSG00000101197,ENSP00000217169,0
EEF1A2,1917,602959,ENSG00000101210,ENSP00000217182,1
SRMS,6725,617797,ENSG00000125508,ENSP00000217188,0
TRIB3,57761,607898,ENSG00000101255,ENSP00000217233,0
CSNK2A1,1457,115440,ENSG00000101266,ENSP00000217244,0
MACROD2,140733,611567,ENSG00000172264,ENSP00000217246,1
SLC52A3,113278,613350,ENSG00000101276,ENSP00000217254,0
RSPO4,343637,610573,ENSG00000101282,ENSP00000217260,0
PROKR2,128674,607123,ENSG00000101292,ENSP00000217270,0
FERMT1,55612,607900,ENSG00000101311,ENSP00000217289,0
CDK5RAP1,51654,608200,ENSG00000101391,ENSP00000217372,0
SNTA1,6640,601017,ENSG00000101400,ENSP00000217381,0
OXT,5020,167050,ENSG00000101405,ENSP00000217386,1
CHMP4B,128866,610897,ENSG00000101421,ENSP00000217402,0
LBP,3929,151990,ENSG00000129988,ENSP00000217407,0
SLC32A1,140679,616440,ENSG00000101438,ENSP00000217420,0
CST4,1472,123857,ENSG00000101441,ENSP00000217423,0
AHCY,191,180960,ENSG00000101444,ENSP00000217426,0
SPINT3,10816,613941,ENSG00000101446,ENSP00000217428,0
PIGU,128869,608528,ENSG00000101464,ENSP00000217446,0
ACOT8,10005,608123,ENSG00000101473,ENSP00000217455,0
APMAP,57136,615884,ENSG00000101474,ENSP00000217456,0
TXNL1,9352,603049,ENSG00000091164,ENSP00000217515,0
RNF125,54941,610432,ENSG00000101695,ENSP00000217740,0
IDH3G,3421,300089,ENSG00000067829,ENSP00000217901,0
SLC25A43,203427,300641,ENSG00000077713,ENSP00000217909,0
MXRA5,25878,300938,ENSG00000101825,ENSP00000217939,0
PSMD10,5716,300880,ENSG00000101843,ENSP00000217958,1
STS,412,300747,ENSG00000101846,ENSP00000217961,0
TBL1X,6907,300196,ENSG00000101849,ENSP00000217964,1
